2224, 390-1020 
639, 192-1020 
5086, 150-1020 
5061, 29-1020 
2282, 307-1020 
5146, 160-1020 
2303, 320-1020 
2303, 320-1020 
5133, 139-1020 
5095, 139-1020 
5103, 139-1020 
5154, 139-1020 
5133, 139-1020 
5154, 139-1020 
5148, 139-1020 
5154, 139-1020 
5111, 139-1020 
5098, 139-1020 
1312, 428-1020 
2064, 428-1020 
2087, 428-1020 
1238, 428-1020 
1265, 428-1020 
1309, 428-1020 
1234, 428-1020 
1238, 428-1020 
2093, 428-1020 
811, 300-1020 
2311, 300-1020 
2168, 300-1020 
2328, 300-1020 
821, 300-1020 
2098, 300-1020 
816, 300-1020 
2104, 300-1020 
1354, 209-1020 
1920, 209-1020 
1920, 209-1020 
5033, 209-1020 
633, 209-1020 
5118, 209-1020 
1916, 209-1020 
5026, 209-1020 
1916, 209-1020 
815, 370-1020 
2333, 390-1020 
1299, 390-1020 
2136, 390-1020 
2185, 390-1020 
2185, 390-1020 
1254, 390-1020 
2226, 390-1020 
1254, 390-1020 
2347, 390-1020 
2347, 390-1020 
1277, 402-1020 
1277, 402-1020 
1277, 402-1020 
1253, 402-1020 
1253, 402-1020 
1253, 402-1020 
1277, 402-1020 
1272, 785 
1305, 785 
807, 390-1020 
2188, 470-1020 
2216, 345-1020 
2344, 345-1020 
1244, 470-1020 
2147, 470-1020 
2140, 470-1020 
2278, 345-1020 
1347, 370-1020 
2143, 370-1020 
2324, 370-1020 
812, 370-1020 
1347, 370-1020 
1241, 370-1020 
1985, 412-1020 
2319, 390-1020 
1408, 776 
1298, 412-1020 
1058, 470-1020 
2147, 470-1020 
1244, 470-1020 
2213, 325-1020 
2214, 325-1020 
2222, 325-1020 
2301, 325-1020 
651, 590-1020 
840, 590-1020 
647, 590-1020 
643, 590-1020 
1398, 175-1020 
2030, 175-1020 
834, 175-1020 
1510, 175-1020 
2085, 175-1020 
2025, 175-1020 
628, 175-1020 
2210, 210-1020 
1910, 200-1020 
1812, 200-1020 
672, 200-1020 
1890, 200-1020 
835, 200-1020 
1398, 175-1020 
1897, 200-1020 
1881, 200-1020 
1876, 200-1020 
1052, 444-1020 
2164, 375-1020 
1226, 375-1020 
1286, 375-1020 
1308, 375-1020 
1514, 184-1020 
2249, 375-1020 
1054, 375-1020 
1469, 184-1020 
675, 184-1020 
1016, 445-1020 
2041, 203-1020 
1805, 203-1020 
5102, 160-1020 
5057, 160-1020 
5045, 160-1020 
1345, 774 
1403, 106-1020 
2083, 106-1020 
1403, 106-1020 
2083, 106-1020 
1885, 203-1020 
2336, 385-1020 
2251, 385-1020 
1611, 111-1020 
1610, 111-1020 
816, 385-1020 
2314, 385-1020 
806, 385-1020 
1229, 385-1020 
1967, 111-1020 
2801, 306-1020 
2342, 306-1020 
2801, 306-1020 
2216, 306-1020 
5101, 111-1020 
5046, 111-1020 
2170, 306-1020 
2139, 306-1020 
1342, 360-1020 
2313, 310-1020 
1035, 60-1020 
1269, 360-1020 
1865, 203-1020 
1861, 203-1020 
