1630, 111-1020 
1264, 444-1020 
1834, 204-1020 
2046, 61-1020 
5033, 222-1020 
1517, 100-1020 
1031, 60-1020 
2245, 301-1020 
1060, 333-1020 
2159, 333-1020 
2106, 301-1020 
2041, 61-1020 
2042, 61-1020 
2119, 301-1020 
633, 209-1020 
1921, 209-1020 
1355, 209-1020 
1369, 209-1020 
2335, 333-1020 
2349, 333-1020 
2232, 333-1020 
1471, 185-1020 
2043, 61-1020 
2048, 61-1020 
2038, 61-1020 
2194, 370-1020 
1317, 185-1020 
1016, 370-1020 
829, 370-1020 
1207, 402-1020 
1017, 381-1020 
2309, 300-1020 
2132, 300-1020 
1285, 381-1020 
1218, 412-1020 
1978, 412-1020 
1898, 209-1020 
1054, 412-1020 
2274, 300-1020 
2129, 300-1020 
1218, 412-1020 
1054, 412-1020 
1279, 412-1020 
1978, 412-1020 
1288, 444-1020 
1052, 444-1020 
1061, 444-1020 
1063, 444-1020 
1042, 60-1020 
1037, 60-1020 
1976, 428-1020 
1202, 428-1020 
1202, 428-1020 
1054, 428-1020 
5067, 130-1020 
5047, 140-1020 
1992, 174-1020 
1488, 174-1020 
1521, 174-1020 
5117, 120-1020 
1827, 202-1020 
1460, 120-1020 
1992, 120-1020 
1367, 120-1020 
5151, 111-1020 
5097, 111-1020 
5097, 111-1020 
1619, 111-1020 
5154, 111-1020 
1481, 180-1020 
2199, 196-1020 
2175, 196-1020 
1360, 180-1020 
2110, 196-1020 
1979, 196-1020 
5116, 111-1020 
2061, 180-1020 
5148, 111-1020 
1419, 110-1020 
1424, 454-1020 
1460, 453-1020 
1483, 453-1020 
1448, 454-1020 
1401, 110-1020 
5151, 180-1020 
2005, 444-1020 
1349, 444-1020 
1057, 444-1020 
1061, 444-1020 
1202, 428-1020 
5071, 140-1020 
5063, 140-1020 
1336, 428-1020 
1207, 428-1020 
1336, 428-1020 
5146, 140-1020 
5087, 140-1020 
1442, 100-1020 
5137, 150-1020 
5077, 150-1020 
807, 340-1020 
1063, 444-1020 
5037, 150-1020 
5141, 150-1020 
1480, 100-1020 
1508, 100-1020 
1507, 100-1020 
2140, 340-1020 
2173, 340-1020 
2288, 340-1020 
2143, 385-1020 
1292, 385-1020 
5154, 111-1020 
2235, 385-1020 
2250, 385-1020 
2159, 385-1020 
1285, 380-1020 
1217, 380-1020 
1217, 380-1020 
660, 125-1020 
1466, 125-1020 
1317, 125-1020 
1300, 390-1020 
1415, 125-1020 
1050, 385-1020 
2143, 385-1020 
1322, 385-1020 
1945, 411-1020 
1055, 411-1020 
1951, 411-1020 
1603, 169-1020 
5151, 160-1020 
5135, 160-1020 
5135, 160-1020 
5127, 160-1020 
5117, 160-1020 
1205, 470-1020 
1842, 230-1020 
1920, 230-1020 
5148, 169-1020 
5104, 169-1020 
5120, 169-1020 
1937, 475-1020 
1937, 475-1020 
1036, 60-1020 
1052, 444-1020 
1357, 124-1020 
1953, 124-1020 
5130, 150-1020 
5048, 150-1020 
5147, 150-1020 
5045, 130-1020 
5003, 130-1020 
5057, 130-1020 
5118, 130-1020 
1952, 180-1020 
1503, 180-1020 
2163, 350-1020 
2148, 350-1020 
2348, 330-1020 
2164, 330-1020 
5067, 150-1020 
2272, 330-1020 
2133, 330-1020 
1316, 590-1020 
1477, 120-1020 
1356, 120-1020 
1415, 120-1020 
2164, 335-1020 
2304, 335-1020 
1400, 120-1020 
2247, 345-1020 
2245, 345-1020 
2252, 345-1020 
2348, 345-1020 
1458, 110-1020 
1057, 333-1020 
1050, 333-1020 
1060, 333-1020 
5025, 222-1020 
5141, 222-1020 
2194, 333-1020 
1322, 333-1020 
2232, 333-1020 
1468, 460-1020 
1481, 460-1020 
1480, 460-1020 
1289, 433-1020 
1055, 433-1020 
1866, 220-1020 
1903, 204-1020 
1279, 412-1020 
1218, 412-1020 
1978, 412-1020 
1608, 169-1020 
5104, 169-1020 
1967, 435-1020 
1608, 169-1020 
5154, 169-1020 
1603, 169-1020 
1296, 444-1020 
1208, 444-1020 
5130, 150-1020 
2012, 105-1020 
2251, 359-1020 
5047, 140-1020 
5039, 140-1020 
5004, 140-1020 
1520, 140-1020 
1413, 100-1020 
2283, 330-1020 
2274, 330-1020 
2133, 330-1020 
1459, 100-1020 
1442, 100-1020 
1401, 100-1020 
1367, 180-1020 
1892, 200-1020 
1360, 180-1020 
2257, 350-1020 
2074, 180-1020 
1826, 200-1020 
2179, 196-1020 
2202, 196-1020 
5147, 200-1020 
656, 200-1020 
1927, 200-1020 
5044, 130-1020 
5139, 130-1020 
5044, 130-1020 
5121, 130-1020 
679, 112-1020 
1521, 112-1020 
